frame_index,count,mask_occupancy,count_delta,status,events
1033,8,0.23657986111111245,2,ALERT,HIGH_OCCUPANCY
1034,7,0.24999348958333378,-1,ALERT,HIGH_OCCUPANCY
1035,8,0.2835373263888892,1,ALERT,HIGH_OCCUPANCY
1036,9,0.24439453125000066,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1037,9,0.23552517361111036,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1038,8,0.22741536458333309,-1,ALERT,HIGH_OCCUPANCY
1039,9,0.2574435763888888,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1040,10,0.2812239583333326,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1041,7,0.20461588541666645,-3,ALERT,HIGH_OCCUPANCY
1042,8,0.20624565972222264,1,ALERT,HIGH_OCCUPANCY
1043,8,0.2197439236111107,0,ALERT,HIGH_OCCUPANCY
1044,7,0.19234592013888904,-1,ALERT,HIGH_OCCUPANCY
1045,7,0.19683593750000022,0,ALERT,HIGH_OCCUPANCY
1046,6,0.18971354166666687,-1,ALERT,HIGH_OCCUPANCY
1047,6,0.14046223958333298,0,NORMAL,
1048,7,0.17505642361111096,1,NORMAL,
1049,7,0.1728450520833333,0,NORMAL,
1050,9,0.22845703124999936,2,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1051,10,0.22332031249999976,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1052,7,0.2003146701388885,-3,ALERT,HIGH_OCCUPANCY
1053,7,0.16196180555555587,0,NORMAL,
1054,9,0.3053559027777776,2,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1055,8,0.2332703993055559,-1,ALERT,HIGH_OCCUPANCY
1056,7,0.24696614583333354,-1,ALERT,HIGH_OCCUPANCY
1057,6,0.17224609375,-1,NORMAL,
1058,6,0.14705078125000035,0,NORMAL,
1059,6,0.16963758680555605,0,NORMAL,
1060,7,0.17762369791666713,1,NORMAL,
1061,7,0.16642578125000038,0,NORMAL,
1062,7,0.16647786458333297,0,NORMAL,
1063,6,0.15403428819444442,-1,NORMAL,
1064,6,0.15732638888888908,0,NORMAL,
1065,5,0.140872395833333,-1,NORMAL,
1066,8,0.17533420138888925,3,NORMAL,
1067,8,0.17832465277777784,0,NORMAL,
1068,6,0.17341579861111128,-2,NORMAL,
1069,6,0.17032986111111098,0,NORMAL,
1070,8,0.2050802951388891,2,ALERT,HIGH_OCCUPANCY
1071,7,0.16601779513888854,-1,NORMAL,
1072,7,0.16413194444444426,0,NORMAL,
1073,7,0.17075303819444476,0,NORMAL,
1074,7,0.1747026909722221,0,NORMAL,
1075,7,0.16719184027777764,0,NORMAL,
1076,7,0.16774305555555583,0,NORMAL,
1077,7,0.16558376736111094,0,NORMAL,
1078,7,0.15593749999999987,0,NORMAL,
1079,7,0.1574956597222221,0,NORMAL,
1080,10,0.1778211805555558,3,ALERT,HIGH_DENSITY
1081,9,0.173246527777778,-1,ALERT,HIGH_DENSITY
1082,10,0.18860677083333272,1,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1083,10,0.18596571180555543,0,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1084,8,0.1745269097222221,-2,NORMAL,
1085,6,0.16014756944444436,-2,NORMAL,
1086,6,0.16495876736111087,0,NORMAL,
1087,7,0.18577473958333302,1,ALERT,HIGH_OCCUPANCY
1088,7,0.1801106770833334,0,ALERT,HIGH_OCCUPANCY
1089,9,0.20150607638888904,2,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1090,6,0.15485460069444437,-3,NORMAL,
1091,9,0.2508680555555553,3,ALERT,HIGH_DENSITY;HIGH_OCCUPANCY
1092,6,0.1720529513888894,-3,NORMAL,
1093,7,0.22208767361111104,1,ALERT,HIGH_OCCUPANCY
1094,7,0.2182183159722223,0,ALERT,HIGH_OCCUPANCY
1095,6,0.19276041666666743,-1,ALERT,HIGH_OCCUPANCY
1096,7,0.18281249999999993,1,ALERT,HIGH_OCCUPANCY
1097,8,0.20931857638888873,1,ALERT,HIGH_OCCUPANCY
1098,6,0.1748177083333336,-2,NORMAL,
1099,7,0.1958007812499998,1,ALERT,HIGH_OCCUPANCY
1100,8,0.19525173611111069,1,ALERT,HIGH_OCCUPANCY
1101,7,0.2445334201388883,-1,ALERT,HIGH_OCCUPANCY
1102,7,0.19251953124999963,0,ALERT,HIGH_OCCUPANCY
1103,8,0.24821397569444487,1,ALERT,HIGH_OCCUPANCY
1104,6,0.1629578993055553,-2,NORMAL,
1105,7,0.17872612847222244,1,NORMAL,
1106,7,0.19492621527777781,0,ALERT,HIGH_OCCUPANCY
1107,8,0.19585503472222188,1,ALERT,HIGH_OCCUPANCY
1108,7,0.16379774305555625,-1,NORMAL,
1109,8,0.19556640624999896,1,ALERT,HIGH_OCCUPANCY
1110,7,0.16871961805555555,-1,NORMAL,
1111,7,0.16292751736111144,0,NORMAL,
1112,7,0.1644010416666669,0,NORMAL,
1113,7,0.19359592013888913,0,ALERT,HIGH_OCCUPANCY
1114,6,0.16725911458333342,-1,NORMAL,
1115,7,0.18546223958333385,1,ALERT,HIGH_OCCUPANCY
1116,8,0.20834201388888815,1,ALERT,HIGH_OCCUPANCY
1117,8,0.20544487847222176,0,ALERT,HIGH_OCCUPANCY
1118,8,0.21425564236111144,0,ALERT,HIGH_OCCUPANCY
1119,8,0.2223697916666667,0,ALERT,HIGH_OCCUPANCY
1120,6,0.18802517361111132,-2,ALERT,HIGH_OCCUPANCY
1121,5,0.14703125000000034,-1,NORMAL,
1122,6,0.19362196180555513,1,ALERT,HIGH_OCCUPANCY
1123,7,0.2141688368055557,1,ALERT,HIGH_OCCUPANCY
1124,8,0.23523654513888917,1,ALERT,HIGH_OCCUPANCY
1125,7,0.21513237847222216,-1,ALERT,HIGH_OCCUPANCY
1126,5,0.1631770833333342,-2,NORMAL,
1127,5,0.15948784722222237,0,NORMAL,
1128,6,0.1978124999999999,1,ALERT,HIGH_OCCUPANCY
1129,5,0.15411892361111157,-1,NORMAL,
1130,6,0.19578776041666637,1,ALERT,HIGH_OCCUPANCY
1131,7,0.21486328124999995,1,ALERT,HIGH_OCCUPANCY
1132,6,0.16363498263888843,-1,NORMAL,
1133,7,0.2560590277777783,1,ALERT,HIGH_OCCUPANCY
1134,6,0.15199869791666698,-1,NORMAL,
1135,6,0.19403862847222195,0,ALERT,HIGH_OCCUPANCY
1136,6,0.19847873263888904,0,ALERT,HIGH_OCCUPANCY
1137,5,0.13776258680555592,-1,NORMAL,
1138,5,0.13507812500000002,0,NORMAL,
1139,5,0.1324978298611111,0,NORMAL,
1140,4,0.12949652777777776,-1,NORMAL,
1141,6,0.17355685763888912,2,NORMAL,
1142,4,0.12515624999999975,-2,NORMAL,
1143,4,0.12153211805555585,0,NORMAL,
1144,5,0.14825303819444413,1,NORMAL,
1145,4,0.1052256944444441,-1,NORMAL,
1146,4,0.10184027777777772,0,NORMAL,
1147,4,0.09236762152777768,0,NORMAL,
1148,3,0.08314670138888901,-1,NORMAL,
1149,3,0.07820095486111112,0,NORMAL,
1150,3,0.06568576388888872,0,NORMAL,
1151,3,0.0634700520833332,0,NORMAL,
1152,3,0.06350694444444419,0,NORMAL,
1153,2,0.05627604166666719,-1,NORMAL,
1154,2,0.055247395833333796,0,NORMAL,
1155,2,0.05473524305555538,0,NORMAL,
1156,2,0.04926432291666655,0,NORMAL,
1157,2,0.048860677083333415,0,NORMAL,
1158,3,0.059500868055555656,1,NORMAL,
1159,2,0.03749131944444459,-1,NORMAL,
1160,2,0.033359374999999775,0,NORMAL,
1161,2,0.02877604166666689,0,NORMAL,
1162,1,0.025345052083333403,-1,NORMAL,
1163,1,0.022157118055555425,0,NORMAL,
1164,1,0.020562065972222293,0,NORMAL,
1165,1,0.01782552083333322,0,NORMAL,
1166,1,0.016838107638889044,0,NORMAL,
1167,1,0.013967013888888713,0,NORMAL,
1168,2,0.028324652777778,1,NORMAL,
1169,1,0.008454861111111073,-1,NORMAL,
1170,1,0.007313368055555519,0,NORMAL,
1171,1,0.004320746527777863,0,NORMAL,
1172,1,0.0021202256944443665,0,NORMAL,
1173,0,0.0,-1,ALERT,EMPTY_SCENE
1174,0,0.0,0,ALERT,EMPTY_SCENE
1175,0,0.0,0,ALERT,EMPTY_SCENE
1176,1,0.01559461805555554,1,NORMAL,
1177,0,0.0,-1,ALERT,EMPTY_SCENE
1178,0,0.0,0,ALERT,EMPTY_SCENE
1179,0,0.0,0,ALERT,EMPTY_SCENE
1180,0,0.0,0,ALERT,EMPTY_SCENE
1181,0,0.0,0,ALERT,EMPTY_SCENE
1182,0,0.0,0,ALERT,EMPTY_SCENE
1183,0,0.0,0,ALERT,EMPTY_SCENE
1184,0,0.0,0,ALERT,EMPTY_SCENE
1185,0,0.0,0,ALERT,EMPTY_SCENE
1186,0,0.0,0,ALERT,EMPTY_SCENE
1187,0,0.0,0,ALERT,EMPTY_SCENE
1188,0,0.0,0,ALERT,EMPTY_SCENE
1189,0,0.0,0,ALERT,EMPTY_SCENE
1190,0,0.0,0,ALERT,EMPTY_SCENE
1191,0,0.0,0,ALERT,EMPTY_SCENE
1192,0,0.0,0,ALERT,EMPTY_SCENE
1193,0,0.0,0,ALERT,EMPTY_SCENE
1194,0,0.0,0,ALERT,EMPTY_SCENE
1195,0,0.0,0,ALERT,EMPTY_SCENE
1196,0,0.0,0,ALERT,EMPTY_SCENE
1197,0,0.0,0,ALERT,EMPTY_SCENE
1198,0,0.0,0,ALERT,EMPTY_SCENE
1199,0,0.0,0,ALERT,EMPTY_SCENE
1200,0,0.0,0,ALERT,EMPTY_SCENE
1201,0,0.0,0,ALERT,EMPTY_SCENE
1202,0,0.0,0,ALERT,EMPTY_SCENE
1203,0,0.0,0,ALERT,EMPTY_SCENE
1204,0,0.0,0,ALERT,EMPTY_SCENE
1205,0,0.0,0,ALERT,EMPTY_SCENE
1206,0,0.0,0,ALERT,EMPTY_SCENE
1207,0,0.0,0,ALERT,EMPTY_SCENE
1208,0,0.0,0,ALERT,EMPTY_SCENE
1209,0,0.0,0,ALERT,EMPTY_SCENE
1210,0,0.0,0,ALERT,EMPTY_SCENE
1211,0,0.0,0,ALERT,EMPTY_SCENE
1212,0,0.0,0,ALERT,EMPTY_SCENE
1213,0,0.0,0,ALERT,EMPTY_SCENE
1214,0,0.0,0,ALERT,EMPTY_SCENE
1215,0,0.0,0,ALERT,EMPTY_SCENE
1216,0,0.0,0,ALERT,EMPTY_SCENE
1217,0,0.0,0,ALERT,EMPTY_SCENE
1218,0,0.0,0,ALERT,EMPTY_SCENE
1219,0,0.0,0,ALERT,EMPTY_SCENE
1220,0,0.0,0,ALERT,EMPTY_SCENE
1221,0,0.0,0,ALERT,EMPTY_SCENE
1222,0,0.0,0,ALERT,EMPTY_SCENE
1223,0,0.0,0,ALERT,EMPTY_SCENE
1224,0,0.0,0,ALERT,EMPTY_SCENE
1225,0,0.0,0,ALERT,EMPTY_SCENE
